full_text
Thank u kak pc nya udah dateng. Paket pertama sendiri yang dateng waktu co 9.9  Packing nya aman banget & gercep banget kirim nya??
"Thank you go by and we, gapernah bosen kalo jajan disini. Owner+admin""nya ramah pwoll. Jajanannya juga murah"""
thankyou kak welkit set baek uda sampee?? packingnya aman and pengirimannya lumayan cepett
Barang oke sesuai pesanan, packing aman dan rapi, pengiriman cepat
Makasih banyak kaa, kyungsoo nya udah nyampe dengan selamat, packing nya aman??
makasih banyak ka :)))) Kyungsoonya udh sampe, packagingnya aman bgt
Thank u go by and we, love bgt deh. Packingnya aman banget, pengiriman juga cepet baanget heheheh thnk u so much yaa ????
paketnya aman banget pengiriman dan packingnya dan pc nya good condi???? mantap
Thank you kak andwe, lagi-lagi paketnya aman sentosa dah. Ga bakal takut sama packing minimalis?? terbaek dah go nya, apalagi jajanannya??
Makasi ya kak udah bantu cariin dan bawa wl pulang???? Packing aman dan ada freebiesnya juga!
makasi ka andwee packing nya aman bgtt smpe pake box, termantep dehh????
Mendarat mulus alhamdulillah ???? as always packing aman dan rapi
udah sampaiii aman walau Chan rada ketekuk dikit, admin ramahh poll semoga bisa jajan lagi di go ini
thank you kaa, pc nya sampai dengan aman di binder!!! stay safe & healthy ka <3
thank you and we sudah sampai packing aman banget pc nya mulus
Barang oke sesuai pesanan, packing aman dan rapi, pengiriman cepat
terimakasih kak and, kyungsoo ku sampai dgn selamat????
thank you ann pc tamvan sudah sampai dengan aman packing selalu aman pengiriman cefaatt
Finally heheh.. packing aman, pokoknya thank u udah bantu jajan ??
Akhirnya wl aku pulang sekian lama menunggu?? suka banget ??
Trimakasiii Go By And We.. makasiii juga ka andwe, sehun nya sampai dengan tampan ??
"Thank's Go by And we pc""nya uda sampek nih. Packingnya aman banget, ????"
Makasih kak, chanyeolnya selamat dengan aman, thank u so much
Makasi kak, paket medarat dgn aman. Thank you permen kopiko nyaaa??
thankyouu go by and we dan smua kakak” adminnya!! kainya sudah sampe, packingnya juga aman banget, thankyouu
Kirain bakal lama krena lumayan jauh, ternyata enggk. Thank u kak, sumpah aman bgt pke kotak gemoy
Baru tau pc prive ini kayak pc unoff ya, tp makasih bonusnya kak
Sampai dengan selamat, packing aman, pengiriman cepat, terimakasih ????
aaaa cakep kertas ganteng dah sampe mendarat dengan selamat uhuyy makasih kak ??????????
Asiik paket udah sampe. Makasih kak, akhirnya johnny dora pulang jugaaaa
packingnyaa cepet bangett, safetyy jugaa makasiiii kaa????
terimakasiiii kakaaaa chanyeol dan do nyampe dengan selamat dan dengan ganteng?????????????? lov go by and we
makasiii kak andwe, kertas gantengnyaa sampe rumah dengan selamat????
"Thank you kak andwe. Wl temenku dah full nct nya?? kurang kupu"" doang sih, gpp lah mungkin nanti dapet juga"
Makasi kaa sehun chanyeolnya udah sampai di akuu????
Packing cepet, harga plg murah mesti jd senang hatiku, kak andwe nya jg baik & ramah mwehehe. Thank u yah kak! Barokah selalu GOnya??
Terima kasih GO by Andwe sudah memenuhi wishlist aku, suka??
Alhamdulillah akhirnya pertama kali pnya pc official seneng bangett makasih kak????
THANK YOU KAK :)) packagingnya aman bgt..sukak bgt jajan di go andwae
Terima kasih Go by And We sudah memenuhi wishlist aku, ayo jajan lagi
Yeay Akhirnya sampai dengan selamat, terima kasih GO by And We??
Ini hadiah GA si eheu.. thank uu so much kak.. semoga semakin ramai dan laris, sukses selalu! Dan jujur aku suka, nyaman jajan di GO ini hehe
makasih ka andwe buat give away nya! aku dapet pc chen nih??????
aaa makasih ya kak barangnya nyampe dengan selamat????
Packing nya selalu aman dan cepet banget, thank you kak
yuta nyaa udah sampee, thankyouu yaa udah bantu jajann<3
Makasi admin Go by and we Poca Renjun nya udh nyampe Ntr tinggal Di ksihin ke temen Aku
Pokoknya Semuanya baik... Snng bgt... Thankyou sdh antr suami aku pulang ??????
Thank chuuu so matchaaa udah mulangin jasmer kesayangan akuuu???
Sudah mendaraaat dengan aman, terimakasih kak ditunggu jajananainnya hihi????
Tenkyuu kak barang smpai dgn selamat ??
Maaciw ka andwe mantap muluz muluz nih anak ganteng
Kualitas: Sangat bagus
Makasii kaa, packingnya aman pol makanya jehyunnya smpe dengan selamat ehhe gomawo ??
Makasih kak baekhyun sama suho nya udah nyampe ????
Bagusss banget uco aku pulang wkwkwkwkw
safely arrived. thank you kak!??
paketnya udah nyampe , sayang nya belum aku unboxing soalnya dititip sama temen makasih admin go by and we <3
thank you kaa??
Makasih kak (????)
thank you ka??udh bantu kai sama bang umin nya pulang kerumah
thank u kakk udah sampe aman, gada damage, lov lov???
Terimakasih GO by And We, photocard exo'rdium D.O. ku sudah sampai??
Wowww kaaak thank youuu udah dateng para gantengkuuuu ????????
Makasih kk andweee Btw aku lupa foto PC nya kmrin skrng lagi di luar kota Aman kok Mkasih ya kk
Paket aman banget sehun baruudak pulang euy Thanks kak an luv
Thankyou kak, chen pulang dengan aman dan selamat tanpa lecet sedikit pun?????
Terimakasih sudah mendarat dengan selamat ??????
Hihi gk kerasa ud setaunan aj join ini GO. Thanks alot kak.. walau jajanan exo gak serame dulu tp alhamdulillah ada md & bbrp pc murce yg bs kujadiin obat stress duniawi, beli dmn? Mana lagi selain di andwe?? mmf gk ad foto & video.. aku mager????
Makasih kakk
Thanku GO by And We??
Maaciw kak andwe??
Thank u kak
Thank you kakk
Thank you ka??
Thank uu
Good bangett sukaaa!!!
Tencu kak
Thank you <3 Go By And We
Gumawoo kak kai ku pulang dengan selamattt
"Makasih kakk si ganteng akhirbya pulanggg, go terbaik yg pernah ku temukan hihihi betah deh jajan di sini:"")"
Terima kasih kak! Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
ANDWEEEEEEE PC GANTENG UDAH SAMPAIIIII MAKASIH FREEBIES NYA JUGAAAAA
Baik
Selalu percaya kalo mau po atau nitip apapun?
Cepet dan amann makasih yaaa??
thanks by and we<3
Thank u admin
Thank you kakkk??
Thankyouuu kaaa ??
MD jepang emang cakep nya kaya apotik tutup, alias gak ada obat wkwk. Thanks ya kaaa ....
Makasih kak, Kyungsoo, Baekhyun dan Luhan pulang dengan selamat ?? Makasih juga yupi dan kopikonya
Cepet sampe, sangat puas. Thanks kakak. Semoga tangannya wangi terus
Thank you banget kak udah bawa pulang pc bbh set inii aman banget kondisi pc nya juga muluss thank youu
Akhirnya chansoo ku sampe. Amaze bgt cuma CO 1 pc tp packingnya luar biasa niat. Beneran berlapis2 + pake box jd dijamin safe bgt. Thanks ya kak andwe~~
Thank u kak ann paketnya udah sampe wlewlowlllxsowowixcshj
Thank you
Thank u ka ANDWE!! :))
thankyouuu kak??
Lancar lancar rejeki nya kak?? Barang semua bagus pengiriman cefatt packing aman pokoknyaa segala nya bagus aku serasa dimanjakan ?? uhh makasih kak????????
Barangnya sampe dengan cepet banget! Baguss pokoknya, makasih banyak
makasih banyak ka :))) packing nya aman bgt, ngak ada damage sama sekali ngepull chanyeol sama kai ??
Tiba dengan selamat tanpa cacat. Seller super ramah dan helpful bangett. Makasiy Hafa Store
Terima kasih banyak kakkk^^ nyampe dengan selamat sentosa wkwk
Terima kasih, Hafa. Tolong tetap adakan PO lagi ya. Mantab.
Barang sampai dengan selamat.. Sesuai pesanan.. Packing aman.. Dan dpt PC yang kata,a mehong... Thankyou..
Seneng bangettt, album mendarat dengan aman, dapet poster bias, gabakal kecewaaaa, dapet freebies jugaaakkk, aaa makasih bangetttttt
Albumnya gada lecet sama skli, salut sama packingannya dan ada stikernya jg, pokoknya the best lah??
Pengirima baik walaupun lumayan lama tp gapapa hehehe harga termurah!!! adminnya juga fast respon di GO. makasih minn, bakal rajin2 beli disini
Waahh happy banget!! Fangirling dari lama tapi baru bisa beli album huhu:') terharu sekali akhirnya bisa punya album? Terimakasih banyak kakak admin yang sudah sabar atas banyaknya pertanyaan??? sukses selalu untuk kedepannyaa? next time exo cb insya allah bakalan ikut GO nya lagi?? xoxo~
Mantab. Barang bagu, datang dengan aman dan selamat. Packing aman
Seneng banget dapet pc bias???? aa baekhyun ketombe Seller nya baik bgt selalu ngabarin. Thank youuu so much kk
Tiba dengan selamat tanpa cacat. Seller super ramah dan helpful bangett. Makasiy Hafa Store
Album nya mendarat dengan aman, admin nya juga ramah, pokok nya the best banget ??????
Sukakkk bangettttt, packingnya rapih, album datang dengan sempurna, gak ada damage pokoknya bakal sering ikut po disini terusss love youuu minnn????
Lucu bangetttt. Paketnya sampe cepet, wrappingnya tebel lumayan, albumnya lucuu makasih hafa store
Yeayyyyy akhirnya paket yang ditunggu tunggu Dateng jugaaaaa makasih ya kak paketnya nyampe dengan selamat sekali lagi makasih kakkkkk
Terima kasih. Barang sampai dengan aman, sesuai dengan pesanan
Akhirnya yg di tunggu sampai juga ..... Barang sesuai pesanan.... Packing amaaaannnn..... Makasih seller.....
Sukaaa bangetttt kakak adminnya juga ramahhh walau aku agak bawelll makasih udh mau ladeninn aku semangattt
Makasih ???? dapet CHANYEOL SET ????????
Sampe dengan selamat??
Alhamdulillah sudah sampai dengan selamat tanpa damage sama sekali??????
mantap abis
Mendarat dengan aman!!
Beneran ada Wang brothers,a dong itu... Agak penyok sih... Tapi dalem,a masih ada bubble wrap... Jadi aman... Thankyou....
Kai nya pulang dgn selamat ni kak, agak sedih soalnya pgn si bontot sehun trus yg dateng si bontot kai, tp gapapa ttp gemecc ???? makasi buat freebies nya kakk
Alhamdulillah sampe dengan selamat para cowok ganteng kesayangan aku ?????? Terimakasih kak HaFa semoga sukses selalu ???
Keren banget pokoknya, respon cepet, packingnya aman banget, udah langganan disini, terima kasih kak
makasiii kak, huhu seneng bgt dapet ayang aku???? adminnya ramah, cepet juga nyampenya, makasiii banyak pokoknya kak??
Packing as always aman barang sampe dg selamat, harga tincasenya murce bgt pas sharing aku samsek tidak menyesal huhu. Packing & send ke ekspedisi jg cepet. Sumpah ini cakeep, biasanya aku b aja liat tincase tp punya exo cakeep serius. Admin ramah, jelas kalo nerangin sistem di GO. Thank youuu.
Thank you ka an tangan kakak selalu wangi!????
Alhamdulillah bestie pulang dengan selamat dan sentosa ?????? packing aman dan safety banget, makasih yaa kaka seller ????
thankyou kak andwae, barangnya sampe dengan mulus hehehe !! ?????? lgsg unboxing akhirnya kim kai ku sampe dirumah juga ehe~
yeaayyy bahagia beud dapet ayang kyungsoo sesuai harapan ?? adminnya super baik dan ramah ini merchandise pertama yang aku beli di GO, sejauh ini puas banget aslii makasih banyak yaaa kak
"Thank u kak. Paketnya sudah sampe. Terbaik dah nih go masalah po"" merch gini??"
Makasii banyak kak ann udah bantu jajan?? Barangnya sesuai, packingnya juga aman banget????
huhu tiba dengan selamat. aaa finally setelah 2 bulan
Cowokku yang nyampe ganteng ganteng ??, packaging aman
Terima kasih kak, paketnya aman dpt sesuai yang aku mau jg ?? Bakal jd toko fav ni??
Thanks kak barangnya udh Dateng. Packing aman, pengiriman cepet. Good
Chen mendarat dengan selamat, thankyou kak an?? gercep poll????
Mas cimol sampai dengan aman dan selamat ya kak ann, thank you banget udh open jastip di detik-detik terakhir wkwkwk sangat menyelamatkan kaum mikir dulu kyk akuu. Sehat selalu kak ann berkah jugaaa ???
Suka banget ???? Makasih kak udh bawain pulang BESTie aku ????
Nyampe kaaaakkk Thank youuu Anak ayam ini rajin bgt pulang, mengheran ????
Sampai dengan aman, walaupun ceye nggak pulang mandiri
Yuhuuu yg ditunggu telah tibaaa???? sampai dengan aman dan selamaaat
Alhamdulillah paketnya udh dateng tpi blm keburu di buka karna sibuk, semoga chanyeol balik??????????
Thankyou kaak andwe
akhirnya yg ditunggu dateng jga astaga makasi banyak yaa kaak udh buka sharing pc nyaaa
Tampilan: bagus banget
Kualitas: SUKAAAAAA BANGETTT BANGETTT BANGETTT
Baguuusss
Tampilan: ter debest
Terimakasih di terima dengaaan aman
Thank you kak ????
Thank you kak udah nawarin order bareng. Pc sampe dengan selamat. Sukses selalu kak ?
Suka bgt lahhh udah jadi langganan juga????????????
thankyou admin, barangnya sudah sampai dengan selamat dan aman. qty juga sesuai sama yg aku order go fav bngt lahh??
